type,amount,oldbalanceOrg,newbalanceOrig,isFraud
CASH_OUT,1217.65,226933.0,225715.35,0
CASH_OUT,192929.48,0.0,0.0,0
CASH_OUT,326164.33,0.0,0.0,0
PAYMENT,52660.39,100628.0,47967.61,0
PAYMENT,2941.58,529.0,0.0,0
PAYMENT,12074.18,0.0,0.0,0
CASH_IN,281977.02,20973.0,302950.02,0
PAYMENT,6701.2,18751.0,12049.8,0
CASH_IN,119746.76,1536.0,121282.76,0
PAYMENT,5589.85,0.0,0.0,0
PAYMENT,21904.16,6871.0,0.0,0
PAYMENT,7728.1,620.0,0.0,0
CASH_IN,81165.51,56745.0,137910.51,0
CASH_IN,125753.83,5863656.54,5989410.37,0
CASH_IN,248344.03,3700764.22,3949108.24,0
TRANSFER,31479113.67,0.0,0.0,0
CASH_OUT,124010.2,10683.0,0.0,0
PAYMENT,4402.78,0.0,0.0,0
PAYMENT,2268.12,0.0,0.0,0
PAYMENT,6549.75,36765.0,30215.25,0
CASH_OUT,58534.06,72041.0,13506.94,0
PAYMENT,15148.21,0.0,0.0,0
CASH_OUT,67993.79,0.0,0.0,0
PAYMENT,5656.44,94970.33,89313.89,0
PAYMENT,17249.71,0.0,0.0,0
TRANSFER,360042.92,112140.0,0.0,0
CASH_IN,28739.93,5052964.45,5081704.38,0
TRANSFER,245841.83,92.0,0.0,0
CASH_OUT,137367.1,0.0,0.0,0
PAYMENT,15183.53,0.0,0.0,0
CASH_IN,125457.55,675628.93,801086.47,0
PAYMENT,23534.08,0.0,0.0,0
CASH_OUT,39080.64,106741.0,67660.36,0
CASH_IN,222781.27,30764.0,253545.27,0
PAYMENT,5024.64,59418.0,54393.36,0
CASH_IN,142196.24,18492.0,160688.24,0
CASH_IN,443417.17,144816.0,588233.17,0
PAYMENT,28069.24,504910.0,476840.76,0
CASH_OUT,72251.23,11137.0,0.0,0
PAYMENT,9122.78,132019.0,122896.22,0
CASH_OUT,430474.78,0.0,0.0,0
PAYMENT,16595.89,0.0,0.0,0
CASH_OUT,86044.4,0.0,0.0,0
CASH_OUT,144076.82,0.0,0.0,0
CASH_IN,429033.34,449.0,429482.34,0
PAYMENT,2404.58,10170.0,7765.42,0
CASH_IN,422669.27,7523014.79,7945684.05,0
CASH_OUT,85473.01,1012.0,0.0,0
CASH_IN,95065.05,2758332.14,2853397.19,0
PAYMENT,26521.92,0.0,0.0,0
CASH_OUT,41885.5,0.0,0.0,0
PAYMENT,10270.56,0.0,0.0,0
CASH_OUT,260592.67,59470.0,0.0,0
PAYMENT,11403.21,0.0,0.0,0
CASH_OUT,349610.55,20633.0,0.0,0
CASH_OUT,149093.06,841489.0,692395.94,0
TRANSFER,524075.46,0.0,0.0,0
CASH_IN,175459.17,9388087.24,9563546.41,0
PAYMENT,3130.56,52842.0,49711.44,0
PAYMENT,16948.58,0.0,0.0,0
TRANSFER,293107.68,31204.0,0.0,0
PAYMENT,6315.71,318699.61,312383.89,0
PAYMENT,18290.61,0.0,0.0,0
PAYMENT,22555.95,314496.0,291940.05,0
CASH_OUT,5218.85,34975.0,29756.15,0
PAYMENT,2910.77,1703.06,0.0,0
PAYMENT,9206.45,8426.11,0.0,0
CASH_IN,178413.7,7725587.93,7904001.62,0
PAYMENT,15565.36,312400.64,296835.28,0
CASH_OUT,220260.13,578816.0,358555.87,0
CASH_IN,118971.19,23734.0,142705.19,0
CASH_OUT,181471.54,0.0,0.0,0
CASH_OUT,273265.73,72637.0,0.0,0
TRANSFER,839747.62,0.0,0.0,0
CASH_OUT,102107.2,0.0,0.0,0
CASH_OUT,181099.18,57251.0,0.0,0
CASH_IN,163000.51,5319.0,168319.51,0
PAYMENT,2722.77,0.0,0.0,0
CASH_IN,244892.65,1359700.33,1604592.98,0
PAYMENT,30089.33,510027.27,479937.94,0
PAYMENT,5541.59,253637.62,248096.02,0
PAYMENT,15921.26,93288.0,77366.74,0
PAYMENT,8152.51,141863.0,133710.49,0
PAYMENT,20805.79,0.0,0.0,0
CASH_OUT,382455.72,0.0,0.0,0
CASH_OUT,179854.31,25300.0,0.0,0
CASH_OUT,11147.27,0.0,0.0,0
CASH_IN,87219.92,8439393.84,8526613.76,0
TRANSFER,3602864.49,0.0,0.0,0
CASH_OUT,178665.18,0.0,0.0,0
CASH_OUT,598.05,0.0,0.0,0
PAYMENT,10527.02,218718.0,208190.98,0
CASH_IN,1959.7,19467710.88,19469670.57,0
TRANSFER,127261.0,0.0,0.0,0
PAYMENT,6969.0,10628.0,3659.0,0
CASH_OUT,40257.42,13139.0,0.0,0
PAYMENT,13822.29,5166.0,0.0,0
CASH_IN,248800.52,2820271.41,3069071.93,0
CASH_IN,248526.23,1688751.23,1937277.47,0
CASH_IN,70225.15,56120.0,126345.15,0
PAYMENT,5663.9,0.0,0.0,0
PAYMENT,433.39,207451.68,207018.29,0
PAYMENT,33973.35,27142.64,0.0,0
PAYMENT,1899.51,0.0,0.0,0
CASH_OUT,81976.99,0.0,0.0,0
TRANSFER,70349.91,18972.0,0.0,0
CASH_IN,57680.04,322329.0,380009.04,0
PAYMENT,24292.84,38.0,0.0,0
CASH_OUT,114837.23,358357.0,243519.77,0
PAYMENT,5676.69,590199.93,584523.24,0
CASH_IN,86266.57,4847709.63,4933976.2,0
PAYMENT,4079.61,606470.0,602390.39,0
TRANSFER,423951.82,0.0,0.0,0
CASH_OUT,62986.59,0.0,0.0,0
CASH_IN,106903.24,49.0,106952.24,0
PAYMENT,1449.03,80983.0,79533.97,0
CASH_IN,96411.1,30869.0,127280.1,0
TRANSFER,328363.14,8975.0,0.0,0
CASH_IN,238247.53,109294.01,347541.54,0
CASH_OUT,214151.8,0.0,0.0,0
CASH_IN,476473.73,55292.0,531765.73,0
CASH_OUT,27732.68,0.0,0.0,0
TRANSFER,189956.1,10711.0,0.0,0
CASH_OUT,17258.48,0.0,0.0,0
PAYMENT,4069.26,0.0,0.0,0
PAYMENT,18232.86,0.0,0.0,0
DEBIT,14564.52,202898.0,188333.48,0
CASH_OUT,35767.52,0.0,0.0,0
CASH_OUT,135158.41,51665.0,0.0,0
CASH_OUT,161802.54,228340.98,66538.44,0
PAYMENT,1174.52,31939.0,30764.48,0
PAYMENT,46024.33,41447.62,0.0,0
CASH_OUT,167027.22,0.0,0.0,0
TRANSFER,255393.4,0.0,0.0,0
CASH_OUT,5987.5,0.0,0.0,0
PAYMENT,15630.39,18557.0,2926.61,0
CASH_OUT,3716.38,0.0,0.0,0
PAYMENT,10386.97,30720.0,20333.03,0
CASH_IN,84361.82,302698.0,387059.82,0
CASH_IN,158796.24,100.0,158896.24,0
CASH_IN,47073.43,26937.0,74010.43,0
CASH_IN,231712.96,5320.0,237032.96,0
CASH_IN,348673.08,5991551.26,6340224.34,0
PAYMENT,27255.16,11091.97,0.0,0
PAYMENT,16188.17,43074.0,26885.83,0
CASH_OUT,290341.67,12448.0,0.0,0
CASH_IN,42008.6,5381531.31,5423539.91,0
CASH_OUT,522496.89,0.0,0.0,0
CASH_OUT,306488.69,0.0,0.0,0
CASH_IN,289481.68,3968815.61,4258297.3,0
CASH_OUT,135354.03,213171.0,77816.97,0
PAYMENT,34961.75,18708.0,0.0,0
CASH_IN,379069.29,99198.22,478267.51,0
PAYMENT,11983.18,2514.0,0.0,0
CASH_OUT,488750.12,19973.0,0.0,0
PAYMENT,10157.25,0.0,0.0,0
PAYMENT,6585.97,0.0,0.0,0
CASH_OUT,7969.08,112122.3,104153.22,0
PAYMENT,9371.65,96266.0,86894.35,0
CASH_IN,224272.91,636828.95,861101.86,0
CASH_OUT,31047.44,60543.0,29495.56,0
CASH_OUT,45744.06,489.0,0.0,0
PAYMENT,1508.83,12443.0,10934.17,0
PAYMENT,2637.86,88334.18,85696.33,0
PAYMENT,79.85,65008.0,64928.15,0
TRANSFER,401133.43,203742.0,0.0,0
CASH_OUT,27371.23,0.0,0.0,0
CASH_IN,144990.92,43970.0,188960.92,0
CASH_OUT,2899.94,0.0,0.0,0
CASH_OUT,149939.36,0.0,0.0,0
PAYMENT,22143.21,41748.0,19604.79,0
PAYMENT,251.48,0.0,0.0,0
PAYMENT,11570.37,0.0,0.0,0
CASH_IN,7835.15,10130.0,17965.15,0
PAYMENT,9402.1,51341.0,41938.9,0
CASH_IN,182934.2,21863.0,204797.2,0
CASH_OUT,132911.41,19846.0,0.0,0
CASH_OUT,173588.42,10589.0,0.0,0
PAYMENT,18557.05,371.0,0.0,0
CASH_OUT,38117.74,0.0,0.0,0
CASH_IN,11021.24,71427.0,82448.24,0
CASH_IN,200550.62,3053288.97,3253839.6,0
CASH_OUT,96834.12,0.0,0.0,0
CASH_OUT,321595.09,24213.0,0.0,0
PAYMENT,5858.98,0.0,0.0,0
CASH_OUT,194380.92,226.0,0.0,0
CASH_IN,218199.02,2502451.78,2720650.8,0
PAYMENT,38208.85,0.0,0.0,0
CASH_OUT,159773.78,0.0,0.0,0
CASH_IN,157813.88,7455.0,165268.88,0
PAYMENT,12071.13,28278.66,16207.53,0
PAYMENT,29739.11,0.0,0.0,0
CASH_OUT,185850.96,106066.0,0.0,0
CASH_OUT,365945.51,42543.0,0.0,0
CASH_OUT,435601.64,0.0,0.0,0
CASH_OUT,142371.66,0.0,0.0,0
CASH_OUT,210678.67,0.0,0.0,0
TRANSFER,360170.84,0.0,0.0,0
PAYMENT,48450.05,47198.0,0.0,0
CASH_OUT,179221.65,0.0,0.0,0
CASH_IN,115929.45,1236008.61,1351938.06,0
CASH_OUT,414304.46,0.0,0.0,0
CASH_IN,293058.12,11025.0,304083.12,0
CASH_OUT,194796.82,1068.0,0.0,0
CASH_OUT,236444.3,0.0,0.0,0
CASH_IN,139692.18,6079583.68,6219275.85,0
PAYMENT,16006.74,30860.0,14853.26,0
PAYMENT,24260.63,50148.0,25887.37,0
CASH_IN,228797.04,442386.72,671183.75,0
PAYMENT,8812.19,0.0,0.0,0
CASH_OUT,457619.93,156331.31,0.0,0
TRANSFER,474446.08,0.0,0.0,0
CASH_OUT,328853.84,107071.0,0.0,0
PAYMENT,14190.62,321121.08,306930.46,0
TRANSFER,2732915.89,0.0,0.0,0
PAYMENT,1051.36,0.0,0.0,0
PAYMENT,31472.38,0.0,0.0,0
CASH_IN,116712.56,36413.0,153125.56,0
CASH_OUT,126373.25,0.0,0.0,0
CASH_OUT,41285.57,39543.0,0.0,0
PAYMENT,59455.55,0.0,0.0,0
CASH_OUT,314595.86,0.0,0.0,0
PAYMENT,6702.85,66387.0,59684.15,0
PAYMENT,12287.76,0.0,0.0,0
PAYMENT,6198.06,279542.0,273343.94,0
PAYMENT,22392.85,10143.0,0.0,0
CASH_IN,40687.98,47995.0,88682.98,0
CASH_OUT,22402.91,0.0,0.0,0
CASH_OUT,93347.05,533074.88,439727.83,0
CASH_IN,66995.57,12389823.27,12456818.84,0
CASH_OUT,189562.7,0.0,0.0,0
TRANSFER,266162.68,107313.0,0.0,0
PAYMENT,3569.12,85790.54,82221.41,0
PAYMENT,39247.21,0.0,0.0,0
CASH_IN,411054.56,289099.17,700153.73,0
CASH_IN,303070.46,968123.45,1271193.9,0
PAYMENT,20745.51,20265.0,0.0,0
PAYMENT,256.28,147292.03,147035.75,0
CASH_OUT,40491.95,0.0,0.0,0
CASH_IN,8610.38,5699682.3,5708292.68,0
CASH_IN,310756.55,336247.0,647003.55,0
PAYMENT,4983.92,0.0,0.0,0
CASH_OUT,358963.0,3086.0,0.0,0
TRANSFER,461568.8,11209.0,0.0,0
PAYMENT,26050.26,117.0,0.0,0
CASH_OUT,316254.35,318360.0,2105.65,0
PAYMENT,11577.24,315041.61,303464.37,0
CASH_IN,232624.87,108678.0,341302.87,0
CASH_OUT,74188.39,0.0,0.0,0
TRANSFER,186692.66,0.0,0.0,0
PAYMENT,4946.89,670785.61,665838.73,0
PAYMENT,38291.71,30695.0,0.0,0
CASH_OUT,538196.49,0.0,0.0,0
CASH_OUT,242253.31,0.0,0.0,0
PAYMENT,13381.0,0.0,0.0,0
CASH_OUT,102906.79,60558.0,0.0,0
CASH_IN,104074.07,252077.24,356151.32,0
CASH_OUT,137611.83,149330.0,11718.17,0
CASH_OUT,263501.02,8034.0,0.0,0
CASH_OUT,23852.94,0.0,0.0,0
PAYMENT,8415.96,299377.0,290961.04,0
PAYMENT,685.5,101225.81,100540.31,0
PAYMENT,11275.63,0.0,0.0,0
TRANSFER,179965.75,41112.0,0.0,0
PAYMENT,8768.97,319472.28,310703.32,0
PAYMENT,3013.22,0.0,0.0,0
PAYMENT,10319.03,101429.0,91109.97,0
CASH_IN,31789.53,24733.0,56522.53,0
CASH_OUT,255244.29,142111.08,0.0,0
CASH_OUT,220928.26,20198.0,0.0,0
CASH_OUT,20101.51,0.0,0.0,0
CASH_OUT,122640.5,0.0,0.0,0
PAYMENT,7203.49,0.0,0.0,0
CASH_IN,109065.95,1859.0,110924.95,0
CASH_IN,75032.6,39968.0,115000.6,0
PAYMENT,287.3,0.0,0.0,0
CASH_IN,120287.94,1666154.29,1786442.23,0
PAYMENT,4372.68,11434.0,7061.32,0
CASH_OUT,56597.03,6004.0,0.0,0
PAYMENT,1289.03,32624.0,31334.97,0
CASH_IN,153085.43,15002379.17,15155464.61,0
CASH_IN,67685.4,100321.0,168006.4,0
CASH_IN,285812.76,60718.0,346530.76,0
PAYMENT,7528.56,40416.0,32887.44,0
CASH_OUT,137619.71,105209.0,0.0,0
CASH_OUT,87654.25,334741.62,247087.37,0
PAYMENT,18569.13,66413.0,47843.87,0
CASH_IN,247864.22,529921.97,777786.19,0
PAYMENT,1969.47,1157.0,0.0,0
PAYMENT,11805.22,15.0,0.0,0
CASH_IN,13110.96,30461.0,43571.96,0
DEBIT,2320.83,51520.0,49199.17,0
PAYMENT,16494.86,30351.0,13856.14,0
PAYMENT,2677.82,0.0,0.0,0
PAYMENT,26622.4,0.0,0.0,0
CASH_OUT,21217.18,49591.0,28373.82,0
PAYMENT,38715.33,29036.0,0.0,0
PAYMENT,6180.18,905889.0,899708.82,0
PAYMENT,6717.66,219196.29,212478.63,0
TRANSFER,722734.62,0.0,0.0,0
CASH_IN,2318.96,94831.0,97149.96,0
TRANSFER,839518.16,0.0,0.0,0
PAYMENT,9841.75,0.0,0.0,0
CASH_OUT,98752.57,0.0,0.0,0
PAYMENT,16800.24,140537.0,123736.76,0
PAYMENT,11865.84,5557.0,0.0,0
CASH_OUT,81680.23,93.0,0.0,0
CASH_IN,62928.9,260348.44,323277.33,0
TRANSFER,1380570.07,0.0,0.0,0
CASH_OUT,182402.89,203481.0,21078.11,0
CASH_IN,47812.71,5893640.59,5941453.3,0
CASH_OUT,257281.99,42137.0,0.0,0
CASH_OUT,48909.19,0.0,0.0,0
CASH_OUT,339660.9,0.0,0.0,0
CASH_IN,321247.13,917390.67,1238637.8,0
PAYMENT,978.12,0.0,0.0,0
PAYMENT,15489.66,22403.0,6913.34,0
CASH_IN,1624.32,3732798.75,3734423.07,0
CASH_OUT,265399.9,0.0,0.0,0
TRANSFER,407882.03,65303.0,0.0,0
CASH_OUT,205825.76,0.0,0.0,0
CASH_OUT,197241.96,2062.0,0.0,0
TRANSFER,4297660.22,126419.22,0.0,0
CASH_IN,357910.63,30499.0,388409.63,0
PAYMENT,1169.53,23071.0,21901.47,0
CASH_OUT,84538.08,41757.0,0.0,0
TRANSFER,212788.38,53367.0,0.0,0
CASH_IN,126872.57,16554.0,143426.57,0
PAYMENT,1810.34,37.0,0.0,0
CASH_IN,133364.4,11920495.75,12053860.15,0
CASH_OUT,347541.66,33293.0,0.0,0
CASH_OUT,66977.86,0.0,0.0,0
PAYMENT,3189.38,134741.42,131552.05,0
PAYMENT,12219.72,514.0,0.0,0
CASH_IN,202595.3,26454.0,229049.3,0
PAYMENT,17360.12,0.0,0.0,0
CASH_IN,248682.26,3686490.3,3935172.57,0
PAYMENT,38139.94,109194.0,71054.06,0
PAYMENT,13932.83,149630.84,135698.01,0
CASH_IN,131123.19,18454372.94,18585496.13,0
CASH_IN,17163.0,1165072.16,1182235.16,0
CASH_OUT,116918.72,4541.0,0.0,0
CASH_OUT,6385.82,49828.0,43442.18,0
PAYMENT,1658.4,0.0,0.0,0
CASH_OUT,127657.86,0.0,0.0,0
CASH_OUT,87653.94,551922.66,464268.72,0
CASH_IN,288989.1,3489500.34,3778489.43,0
CASH_OUT,62271.77,20333.0,0.0,0
PAYMENT,26373.22,351278.1,324904.88,0
CASH_IN,215014.48,7060421.01,7275435.49,0
PAYMENT,11975.44,1075545.07,1063569.63,0
CASH_IN,324260.42,132905.15,457165.57,0
PAYMENT,5758.06,0.0,0.0,0
CASH_OUT,149117.77,0.0,0.0,0
CASH_OUT,260802.69,0.0,0.0,0
PAYMENT,3661.46,0.0,0.0,0
PAYMENT,25299.47,146044.0,120744.53,0
CASH_OUT,153558.07,842.0,0.0,0
TRANSFER,101290.91,0.0,0.0,0
CASH_OUT,163056.87,42727.0,0.0,0
CASH_OUT,46500.6,3993.0,0.0,0
CASH_OUT,24002.04,0.0,0.0,0
PAYMENT,4844.29,61240.0,56395.71,0
TRANSFER,56510.5,56510.5,0.0,1
TRANSFER,10000000.0,10390763.24,390763.24,1
TRANSFER,21580.37,21580.37,0.0,1
CASH_OUT,1576531.53,1576531.53,0.0,1
TRANSFER,488243.65,488243.65,0.0,1
CASH_OUT,73328.47,73328.47,0.0,1
CASH_OUT,29174.8,29174.8,0.0,1
TRANSFER,177680.54,177680.54,0.0,1
TRANSFER,244814.12,244814.12,0.0,1
CASH_OUT,285382.07,285382.07,0.0,1
CASH_OUT,1390332.39,1390332.39,0.0,1
CASH_OUT,5721871.91,5721871.91,0.0,1
CASH_OUT,657417.64,657417.64,0.0,1
CASH_OUT,123259.24,123259.24,0.0,1
CASH_OUT,52689.13,52689.13,0.0,1
TRANSFER,273821.76,273821.76,0.0,1
TRANSFER,2251225.38,2251225.38,0.0,1
TRANSFER,91691.75,91691.75,0.0,1
CASH_OUT,167606.49,167606.49,0.0,1
TRANSFER,3295227.84,3295227.84,0.0,1
CASH_OUT,126192.63,126192.63,0.0,1
TRANSFER,30846.84,30846.84,0.0,1
TRANSFER,102945.99,102945.99,0.0,1
TRANSFER,471906.6,471906.6,0.0,1
TRANSFER,842554.02,842554.02,0.0,1
TRANSFER,10000000.0,30536624.41,20536624.41,1
CASH_OUT,450489.27,450489.27,0.0,1
TRANSFER,1547877.98,1547877.98,0.0,1
CASH_OUT,620512.76,620512.76,0.0,1
TRANSFER,236947.25,236947.25,0.0,1
CASH_OUT,356224.26,356224.26,0.0,1
CASH_OUT,1927403.83,1927403.83,0.0,1
TRANSFER,58924.16,58924.16,0.0,1
CASH_OUT,2163012.63,2163012.63,0.0,1
TRANSFER,7108914.22,7108914.22,0.0,1
CASH_OUT,265747.73,265747.73,0.0,1
TRANSFER,1636403.22,1636403.22,0.0,1
TRANSFER,158489.29,158489.29,0.0,1
CASH_OUT,32521.24,32521.24,0.0,1
CASH_OUT,1976666.45,1976666.45,0.0,1
TRANSFER,245694.84,245694.84,0.0,1
CASH_OUT,5566.14,5566.14,0.0,1
TRANSFER,110528.53,110528.53,0.0,1
TRANSFER,946705.53,946705.53,0.0,1
CASH_OUT,222694.08,222694.08,0.0,1
TRANSFER,174107.36,174107.36,0.0,1
TRANSFER,1467987.57,1467987.57,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_OUT,660746.19,660746.19,0.0,1
TRANSFER,148188.84,148188.84,0.0,1
TRANSFER,177217.55,177217.55,0.0,1
TRANSFER,417129.11,417129.11,0.0,1
TRANSFER,373531.87,373531.87,0.0,1
TRANSFER,540914.12,540914.12,0.0,1
TRANSFER,819048.34,819048.34,0.0,1
TRANSFER,44577.32,44577.32,0.0,1
CASH_OUT,80397.86,80397.86,0.0,1
CASH_OUT,114483.78,114483.78,0.0,1
CASH_OUT,114339.1,114339.1,0.0,1
TRANSFER,146127.1,146127.1,0.0,1
TRANSFER,84196.79,84196.79,0.0,1
TRANSFER,703882.14,703882.14,0.0,1
CASH_OUT,17216.14,17216.14,0.0,1
CASH_OUT,445705.76,445705.76,0.0,1
CASH_OUT,1464614.79,1464614.79,0.0,1
TRANSFER,5363795.31,5363795.31,0.0,1
CASH_OUT,977805.62,977805.62,0.0,1
TRANSFER,132973.41,132973.41,0.0,1
CASH_OUT,70753.9,70753.9,0.0,1
CASH_OUT,76646.05,76646.05,0.0,1
TRANSFER,322113.91,322113.91,0.0,1
CASH_OUT,14360.12,14360.12,0.0,1
CASH_OUT,642364.74,642364.74,0.0,1
TRANSFER,2634032.61,2634032.61,0.0,1
TRANSFER,254719.63,254719.63,0.0,1
TRANSFER,2654302.46,2654302.46,0.0,1
CASH_OUT,201247.25,201247.25,0.0,1
CASH_OUT,805319.81,805319.81,0.0,1
TRANSFER,2911505.23,2911505.23,0.0,1
TRANSFER,3283695.97,3283695.97,0.0,1
CASH_OUT,1464160.5,1464160.5,0.0,1
CASH_OUT,2263927.04,2263927.04,0.0,1
TRANSFER,304085.48,304085.48,0.0,1
CASH_OUT,701168.78,701168.78,0.0,1
CASH_OUT,1094419.89,1094419.89,0.0,1
CASH_OUT,188249.17,188249.17,0.0,1
TRANSFER,1421665.98,1421665.98,0.0,1
CASH_OUT,203874.62,203874.62,0.0,1
CASH_OUT,143332.0,143332.0,0.0,1
CASH_OUT,273408.94,273408.94,0.0,1
CASH_OUT,327773.15,327773.15,0.0,1
CASH_OUT,3595911.39,3595911.39,0.0,1
CASH_OUT,856386.66,856386.66,0.0,1
CASH_OUT,1994525.04,1994525.04,0.0,1
CASH_OUT,131842.85,131842.85,0.0,1
TRANSFER,264949.69,264949.69,0.0,1
TRANSFER,134623.95,134623.95,0.0,1
TRANSFER,3653274.35,3653274.35,0.0,1
TRANSFER,82112.74,82112.74,0.0,1
CASH_OUT,566142.89,566142.89,0.0,1
CASH_OUT,7922.98,7922.98,0.0,1
CASH_OUT,1157971.07,1157971.07,0.0,1
TRANSFER,336917.97,336917.97,0.0,1
TRANSFER,2554662.97,2554662.97,0.0,1
TRANSFER,93581.19,93581.19,0.0,1
CASH_OUT,2581549.92,2581549.92,0.0,1
TRANSFER,155002.83,155002.83,0.0,1
CASH_OUT,1226390.31,1226390.31,0.0,1
TRANSFER,1767886.02,1767886.02,0.0,1
TRANSFER,1938347.14,1938347.14,0.0,1
CASH_OUT,4830219.15,4830219.15,0.0,1
CASH_OUT,251683.05,251683.05,0.0,1
CASH_OUT,169941.73,169941.73,0.0,1
CASH_OUT,7469051.14,7469051.14,0.0,1
TRANSFER,2689633.8,2689633.8,0.0,1
CASH_OUT,155002.83,155002.83,0.0,1
TRANSFER,268641.82,268641.82,0.0,1
TRANSFER,1947807.58,1947807.58,0.0,1
CASH_OUT,163294.35,163294.35,0.0,1
TRANSFER,201281.36,201281.36,0.0,1
CASH_OUT,1516823.73,1516823.73,0.0,1
TRANSFER,871893.15,871893.15,0.0,1
CASH_OUT,98692.72,98692.72,0.0,1
TRANSFER,38580.45,38580.45,0.0,1
CASH_OUT,86002.09,86002.09,0.0,1
CASH_OUT,752639.78,752639.78,0.0,1
CASH_OUT,1433038.32,1433038.32,0.0,1
CASH_OUT,349619.91,349619.91,0.0,1
TRANSFER,722380.88,722380.88,0.0,1
TRANSFER,1284959.39,1284959.39,0.0,1
CASH_OUT,176273.29,176273.29,0.0,1
CASH_OUT,131597.73,131597.73,0.0,1
CASH_OUT,6199009.0,6199009.0,0.0,1
TRANSFER,539658.73,539658.73,0.0,1
CASH_OUT,486060.16,486060.16,0.0,1
CASH_OUT,1082718.08,1082718.08,0.0,1
CASH_OUT,23292.3,0.0,0.0,1
CASH_OUT,125146.75,125146.75,0.0,1
TRANSFER,311487.14,311487.14,0.0,1
TRANSFER,6721321.33,6721321.33,0.0,1
TRANSFER,188249.17,188249.17,0.0,1
TRANSFER,1962548.46,1962548.46,0.0,1
TRANSFER,2274566.61,2274566.61,0.0,1
TRANSFER,807466.16,807466.16,0.0,1
CASH_OUT,7927.06,7927.06,0.0,1
CASH_OUT,760984.58,760984.58,0.0,1
CASH_OUT,461369.99,461369.99,0.0,1
TRANSFER,1399637.19,1399637.19,0.0,1
CASH_OUT,1265379.37,1265379.37,0.0,1
CASH_OUT,3924102.18,3924102.18,0.0,1
TRANSFER,10000000.0,11336901.11,1336901.11,1
TRANSFER,5166393.44,5166393.44,0.0,1
TRANSFER,595854.2,595854.2,0.0,1
TRANSFER,32527.0,32527.0,0.0,1
CASH_OUT,269692.53,269692.53,0.0,1
TRANSFER,139210.23,139210.23,0.0,1
CASH_OUT,534255.94,534255.94,0.0,1
TRANSFER,895565.06,895565.06,0.0,1
TRANSFER,24773.86,24773.86,0.0,1
CASH_OUT,1506795.1,1506795.1,0.0,1
TRANSFER,448025.06,448025.06,0.0,1
TRANSFER,645104.5,645104.5,0.0,1
TRANSFER,168455.76,168455.76,0.0,1
TRANSFER,4212682.84,4212682.84,0.0,1
TRANSFER,88649.1,88649.1,0.0,1
CASH_OUT,103909.1,103909.1,0.0,1
CASH_OUT,1424002.7,1424002.7,0.0,1
CASH_OUT,3138.25,3138.25,0.0,1
TRANSFER,276298.49,276298.49,0.0,1
TRANSFER,3582885.46,3582885.46,0.0,1
CASH_OUT,369306.87,369306.87,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
TRANSFER,533092.45,533092.45,0.0,1
CASH_OUT,3551771.18,3551771.18,0.0,1
TRANSFER,53062.52,53062.52,0.0,1
TRANSFER,404394.04,404394.04,0.0,1
CASH_OUT,58058.98,58058.98,0.0,1
CASH_OUT,35759.12,35759.12,0.0,1
TRANSFER,864994.24,864994.24,0.0,1
TRANSFER,76200.04,76200.04,0.0,1
CASH_OUT,11308.0,11308.0,0.0,1
CASH_OUT,209829.57,209829.57,0.0,1
TRANSFER,93459.89,93459.89,0.0,1
CASH_OUT,3752520.6,3752520.6,0.0,1
TRANSFER,90026.9,90026.9,0.0,1
CASH_OUT,1154353.99,1154353.99,0.0,1
CASH_OUT,1442075.9,1442075.9,0.0,1
TRANSFER,203874.62,203874.62,0.0,1
CASH_OUT,2757431.53,2757431.53,0.0,1
CASH_OUT,774868.1,774868.1,0.0,1
TRANSFER,115085.31,115085.31,0.0,1
TRANSFER,1892137.66,1892137.66,0.0,1
CASH_OUT,61178.51,61178.51,0.0,1
TRANSFER,1637875.33,1637875.33,0.0,1
CASH_OUT,9639524.7,9639524.7,0.0,1
TRANSFER,234673.76,234673.76,0.0,1
CASH_OUT,337287.72,337287.72,0.0,1
TRANSFER,617882.66,617882.66,0.0,1
CASH_OUT,978103.4,978103.4,0.0,1
CASH_OUT,46291.81,46291.81,0.0,1
CASH_OUT,2754740.54,2754740.54,0.0,1
CASH_OUT,65494.78,65494.78,0.0,1
CASH_OUT,295205.08,295205.08,0.0,1
CASH_OUT,327791.14,327791.14,0.0,1
CASH_OUT,7937954.2,7937954.2,0.0,1
TRANSFER,86258.11,86258.11,0.0,1
TRANSFER,1049424.26,1049424.26,0.0,1
TRANSFER,7335355.57,7335355.57,0.0,1
CASH_OUT,418971.0,418971.0,0.0,1
CASH_OUT,190737.49,190737.49,0.0,1
CASH_OUT,1314660.84,1314660.84,0.0,1
CASH_OUT,2040209.74,2040209.74,0.0,1
CASH_OUT,4863106.47,4863106.47,0.0,1
TRANSFER,327282.92,327282.92,0.0,1
TRANSFER,741277.85,741277.85,0.0,1
TRANSFER,1290224.84,1290224.84,0.0,1
CASH_OUT,30548.46,30548.46,0.0,1
TRANSFER,81216.23,81216.23,0.0,1
TRANSFER,3477438.49,3477438.49,0.0,1
TRANSFER,48156.69,48156.69,0.0,1
CASH_OUT,214760.72,214760.72,0.0,1
CASH_OUT,130653.37,130653.37,0.0,1
CASH_OUT,362672.57,362672.57,0.0,1
